0	0	0	9.8099995	0	0	0	0
10000	0	0	9.8099995	10000	0	0	0
20000	0	0	9.8099995	20000	0	0	0
30000	0	0	9.8099995	30000	0	0	0
40000	0	0	9.8099995	40000	0	0	0
50000	0	0	9.8099995	50000	0	0	0
60000	0	0	9.8099995	60000	0	0	0
70000	0	0	9.8099995	70000	0	0	0
80000	0	0	9.8099995	80000	0	0	0
90000	0	0	9.8099995	90000	0	0	0
100000	0	0	9.8099995	100000	0	0	0
110000	0	0	9.8099995	110000	0	0	0
120000	0	0	9.8099995	120000	0	0	0
130000	0	0	9.8099995	130000	0	0	0
140000	0	0	9.8099995	140000	0	0	0
150000	0	0	9.8099995	150000	0	0	0
160000	0	0	9.8099995	160000	0	0	0
170000	0	0	9.8099995	170000	0	0	0
180000	0	0	9.8099995	180000	0	0	0
190000	0	0	9.8099995	190000	0	0	0
200000	0	0	9.8099995	200000	0	0	0
210000	0	0	9.8099995	210000	0	0	0
220000	0	0	9.8099995	220000	0	0	0
230000	0	0	9.8099995	230000	0	0	0
240000	0	0	9.8099995	240000	0	0	0
250000	0	0	9.8099995	250000	0	0	0
260000	0	0	9.8099995	260000	0	0	0
270000	0	0	9.8099995	270000	0	0	0
280000	0	0	9.8099995	280000	0	0	0
290000	0	0	9.8099995	290000	0	0	0
300000	0	0	9.8099995	300000	0	0	0
310000	0	0	9.8099995	310000	0	0	0
320000	0	0	9.8099995	320000	0	0	0
330000	0	0	9.8099995	330000	0	0	0
340000	0	0	9.8099995	340000	0	0	0
350000	0	0	9.8099995	350000	0	0	0
360000	0	0	9.8099995	360000	0	0	0
370000	0	0	9.8099995	370000	0	0	0
380000	0	0	9.8099995	380000	0	0	0
390000	0	0	9.8099995	390000	0	0	0
400000	0	0	9.8099995	400000	0	0	0
410000	0	0	9.8099995	410000	0	0	0
420000	0	0	9.8099995	420000	0	0	0
430000	0	0	9.8099995	430000	0	0	0
440000	0	0	9.8099995	440000	0	0	0
450000	0	0	9.8099995	450000	0	0	0
460000	0	0	9.8099995	460000	0	0	0
470000	0	0	9.8099995	470000	0	0	0
480000	0	0	9.8099995	480000	0	0	0
490000	0	0	9.8099995	490000	0	0	0
500000	0	0	9.8099995	500000	0	0	0
510000	0	0	9.8099995	510000	0	0	0
520000	0	0	9.8099995	520000	0	0	0
530000	0	0	9.8099995	530000	0	0	0
540000	0	0	9.8099995	540000	0	0	0
550000	0	0	9.8099995	550000	0	0	0
560000	0	0	9.8099995	560000	0	0	0
570000	0	0	9.8099995	570000	0	0	0
580000	0	0	9.8099995	580000	0	0	0
